3081;Pengeluaran;2011;Y;13;1;56;63220791.1;41238059.65
3082;Pengeluaran;2011;Y;13;1;57;4372056.85;2790706.99
3083;Pengeluaran;2011;Y;13;1;58;9920602.28;6480758
3084;Pengeluaran;2011;Y;13;1;59;10851260.99;7104014.43
3085;Pengeluaran;2011;Y;13;1;60;25808220.5;17320503.05
3086;Pengeluaran;2011;Y;13;1;61;4485418.2;2793713.4
3087;Pengeluaran;2011;Y;13;1;62;4367813.96;2780604.67
3088;Pengeluaran;2011;Y;13;1;63;2438108.73;1552996.62
3089;Pengeluaran;2011;Y;13;1;64;19808700.66;12984613.52
3090;Pengeluaran;2011;Y;13;1;65;64543467.91;42345805.51
3091;Pengeluaran;2011;Y;13;1;66;13635820.78;9382242.99
3092;Pengeluaran;2011;Y;13;1;67;667887.88;730786.45
3093;Pengeluaran;2011;Y;13;1;68;94381008.85;59417692.42
3094;Pengeluaran;2011;Y;13;1;69;84110018.67;56836334.04
3095;Pengeluaran;2011;Y;13;2;56;1625815.97;2541061.86
3096;Pengeluaran;2011;Y;13;2;57;110754.93;168160.89
3097;Pengeluaran;2011;Y;13;2;58;246903.67;454772.21
3098;Pengeluaran;2011;Y;13;2;59;248838.21;391172
3099;Pengeluaran;2011;Y;13;2;60;404200.46;799195.94
3100;Pengeluaran;2011;Y;13;2;61;63858.29;102267.08
3101;Pengeluaran;2011;Y;13;2;62;116475.98;209983.81
3102;Pengeluaran;2011;Y;13;2;63;47753.94;68265.77
3103;Pengeluaran;2011;Y;13;2;64;767962.01;891522.44
3104;Pengeluaran;2011;Y;13;2;65;2115333.54;1703253.44
3105;Pengeluaran;2011;Y;13;2;66;165000.32;314398.12
3106;Pengeluaran;2011;Y;13;2;67;-14981.56;86095.1
3107;Pengeluaran;2011;Y;13;2;68;1713405.03;2515181.83
3108;Pengeluaran;2011;Y;13;2;69;2388121.41;2514417.17
3109;Pengeluaran;2011;Y;13;3;56;3998330.53;1299398.89
3110;Pengeluaran;2011;Y;13;3;57;277608.16;101000.33
3111;Pengeluaran;2011;Y;13;3;58;767114.18;300153.34
3112;Pengeluaran;2011;Y;13;3;59;668019.78;271920.67
3113;Pengeluaran;2011;Y;13;3;60;1148483.72;447389.22
3114;Pengeluaran;2011;Y;13;3;61;158547.41;55772.99
3115;Pengeluaran;2011;Y;13;3;62;317686.77;106309.51
3116;Pengeluaran;2011;Y;13;3;63;103772.44;72773.11
3117;Pengeluaran;2011;Y;13;3;64;1367240.94;550345.67
3118;Pengeluaran;2011;Y;13;3;65;2671898.61;1997303.07
3119;Pengeluaran;2011;Y;13;3;66;451332.92;345111.15
3120;Pengeluaran;2011;Y;13;3;67;127318.93;13618.56
3121;Pengeluaran;2011;Y;13;3;68;3905625.99;1013261.09
3122;Pengeluaran;2011;Y;13;3;69;3894238.81;1880199.29
3123;Pengeluaran;2011;Y;13;4;56;3165755.89;1942163.93
3124;Pengeluaran;2011;Y;13;4;57;193486;124287.82
3125;Pengeluaran;2011;Y;13;4;58;389628.12;281377.63
3126;Pengeluaran;2011;Y;13;4;59;415248.4;283164.56
3127;Pengeluaran;2011;Y;13;4;60;980434.8;700567.95
3128;Pengeluaran;2011;Y;13;4;61;119308;74172.7
3129;Pengeluaran;2011;Y;13;4;62;240596.84;151492.69
3130;Pengeluaran;2011;Y;13;4;63;160041.34;101525.16
3131;Pengeluaran;2011;Y;13;4;64;992408.19;683344.13
3132;Pengeluaran;2011;Y;13;4;65;2396467.65;1597285.67
3133;Pengeluaran;2011;Y;13;4;66;633949.84;438038.01
3134;Pengeluaran;2011;Y;13;4;67;30117.54;21033.5
3135;Pengeluaran;2011;Y;13;4;68;2166593.36;1788691.79
3136;Pengeluaran;2011;Y;13;4;69;3269440.86;2223583.2
3137;Pengeluaran;2011;Y;13;5;56;2885545.54;2010534.79
3138;Pengeluaran;2011;Y;13;5;57;240168.86;158251.91
3139;Pengeluaran;2011;Y;13;5;58;429630.51;286069.88
3140;Pengeluaran;2011;Y;13;5;59;427799.99;291863.65
3141;Pengeluaran;2011;Y;13;5;60;886120.27;593001.53
3142;Pengeluaran;2011;Y;13;5;61;159933.65;104491.79
3143;Pengeluaran;2011;Y;13;5;62;121332.4;80221.55
3144;Pengeluaran;2011;Y;13;5;63;135864.94;85320.94
3145;Pengeluaran;2011;Y;13;5;64;1023479.59;622615.01
3146;Pengeluaran;2011;Y;13;5;65;1464680.04;1022090.13
3147;Pengeluaran;2011;Y;13;5;66;348999.23;248539.65
3148;Pengeluaran;2011;Y;13;5;67;18657.65;7380.55
3149;Pengeluaran;2011;Y;13;5;68;2566064.96;1746045.45
3150;Pengeluaran;2011;Y;13;5;69;2149273.05;1452482.53
3151;Pengeluaran;2011;Y;13;6;56;5640473.82;3910458.97
3152;Pengeluaran;2011;Y;13;6;57;413631.64;263966.54
3153;Pengeluaran;2011;Y;13;6;58;1015383.35;772261
3154;Pengeluaran;2011;Y;13;6;59;1294908.49;854956.44
3155;Pengeluaran;2011;Y;13;6;60;1784643.56;1218116.73
3156;Pengeluaran;2011;Y;13;6;61;207271.8;143201.58
3157;Pengeluaran;2011;Y;13;6;62;273622.02;187328.83
3158;Pengeluaran;2011;Y;13;6;63;235815.5;152218.19
3159;Pengeluaran;2011;Y;13;6;64;1920324.95;1254816.42
3160;Pengeluaran;2011;Y;13;6;65;4231514.84;2966560.19
3161;Pengeluaran;2011;Y;13;6;66;1270266.08;918280
3162;Pengeluaran;2011;Y;13;6;67;-204479.76;-146238.43
3163;Pengeluaran;2011;Y;13;6;68;5024630.55;3891625.48
3164;Pengeluaran;2011;Y;13;6;69;5915342.73;4416193.01
3165;Pengeluaran;2011;Y;13;7;56;2958237.68;1988732.57
3166;Pengeluaran;2011;Y;13;7;57;175368.64;108770.68
3167;Pengeluaran;2011;Y;13;7;58;372159.38;252846.2
3168;Pengeluaran;2011;Y;13;7;59;408759.29;271520.83
3169;Pengeluaran;2011;Y;13;7;60;955784.01;708272.32
3170;Pengeluaran;2011;Y;13;7;61;107347.25;72163.2
3171;Pengeluaran;2011;Y;13;7;62;233824.55;146550.45
3172;Pengeluaran;2011;Y;13;7;63;93859.48;61606.38
3173;Pengeluaran;2011;Y;13;7;64;945159.36;609510.49
3174;Pengeluaran;2011;Y;13;7;65;2998809.16;2024552.42
3175;Pengeluaran;2011;Y;13;7;66;628011.56;446442.33
3176;Pengeluaran;2011;Y;13;7;67;-26374.43;-21240.85
3177;Pengeluaran;2011;Y;13;7;68;2835201.33;1993212.88
3178;Pengeluaran;2011;Y;13;7;69;3547947.4;2444300.05
3179;Pengeluaran;2011;Y;13;8;56;4934786.07;3284337.98
3180;Pengeluaran;2011;Y;13;8;57;469385.76;287829.22
3181;Pengeluaran;2011;Y;13;8;58;926114.26;600585.25
3182;Pengeluaran;2011;Y;13;8;59;791012.62;510043.27
3183;Pengeluaran;2011;Y;13;8;60;1217302.2;823316.16
3184;Pengeluaran;2011;Y;13;8;61;284634.86;187059.23
3185;Pengeluaran;2011;Y;13;8;62;504283.38;287492.49
3186;Pengeluaran;2011;Y;13;8;63;197019.99;133593.47
3187;Pengeluaran;2011;Y;13;8;64;1304628.75;887122.18
3188;Pengeluaran;2011;Y;13;8;65;2844554.02;1724376.09
3189;Pengeluaran;2011;Y;13;8;66;1437468.36;1015624.6
3190;Pengeluaran;2011;Y;13;8;67;120439.4;80542.28
3191;Pengeluaran;2011;Y;13;8;68;14896350.48;9529615.08
3192;Pengeluaran;2011;Y;13;8;69;10487965.43;6583218.9
3193;Pengeluaran;2011;Y;13;9;56;4902762.25;3309424.98
3194;Pengeluaran;2011;Y;13;9;57;242905.56;149876.09
3195;Pengeluaran;2011;Y;13;9;58;431387.55;288134.01
3196;Pengeluaran;2011;Y;13;9;59;509137.94;338266.83
3197;Pengeluaran;2011;Y;13;9;60;1430723.61;1058891.89
3198;Pengeluaran;2011;Y;13;9;61;527215.5;356643.24
3199;Pengeluaran;2011;Y;13;9;62;487015.37;310724.01
3200;Pengeluaran;2011;Y;13;9;63;189225.2;126969.66
3201;Pengeluaran;2011;Y;13;9;64;1162142.59;774890.27
3202;Pengeluaran;2011;Y;13;9;65;2647172.37;1888200.72
3203;Pengeluaran;2011;Y;13;9;66;328079.01;238193.31
3204;Pengeluaran;2011;Y;13;9;67;193579.43;159201.22
3205;Pengeluaran;2011;Y;13;9;68;17197836.31;12754300.35
3206;Pengeluaran;2011;Y;13;9;69;7955226.91;6320212.09
3207;Pengeluaran;2011;Y;13;10;56;1937931.52;1352302.23
3208;Pengeluaran;2011;Y;13;10;57;125618.51;72920.91
3209;Pengeluaran;2011;Y;13;10;58;326223.29;201569.09
3210;Pengeluaran;2011;Y;13;10;59;337038.59;204938.97
3211;Pengeluaran;2011;Y;13;10;60;684129.22;429955.64
3212;Pengeluaran;2011;Y;13;10;61;92971.62;65821.93
3213;Pengeluaran;2011;Y;13;10;62;156723.24;109862.92
3214;Pengeluaran;2011;Y;13;10;63;32076.86;22834.49
3215;Pengeluaran;2011;Y;13;10;64;799316.38;567792.13
3216;Pengeluaran;2011;Y;13;10;65;2318560.86;1732518.16
3217;Pengeluaran;2011;Y;13;10;66;346741.59;260663.98
3218;Pengeluaran;2011;Y;13;10;67;10425.42;7814.52
3219;Pengeluaran;2011;Y;13;10;68;1463202.74;949845.42
3220;Pengeluaran;2011;Y;13;10;69;2669008.67;1808856.57
3221;Pengeluaran;2011;Y;13;11;56;9546745.32;5738002.5
3222;Pengeluaran;2011;Y;13;11;57;512502.26;379954.33
3223;Pengeluaran;2011;Y;13;11;58;850271.33;632525.21
3224;Pengeluaran;2011;Y;13;11;59;1304166.05;885970.75
3225;Pengeluaran;2011;Y;13;11;60;2928975.38;1995454.22
3226;Pengeluaran;2011;Y;13;11;61;702535.28;463069.05
3227;Pengeluaran;2011;Y;13;11;62;667456.95;406676.52
3228;Pengeluaran;2011;Y;13;11;63;287876.97;186413.07
3229;Pengeluaran;2011;Y;13;11;64;2673785.29;1563625.84
3230;Pengeluaran;2011;Y;13;11;65;7504648.81;4785723.74
3231;Pengeluaran;2011;Y;13;11;66;2249266.65;1672350.13
3232;Pengeluaran;2011;Y;13;11;67;231062.7;193874.83
3233;Pengeluaran;2011;Y;13;11;68;9755950.7;6479999.4
3234;Pengeluaran;2011;Y;13;11;69;9895519.98;6413112.55
3235;Pengeluaran;2011;Y;13;12;56;2409043.8;1684151.97
3236;Pengeluaran;2011;Y;13;12;57;171471.89;104559.43
3237;Pengeluaran;2011;Y;13;12;58;487476.7;326374.79
3238;Pengeluaran;2011;Y;13;12;59;399010.35;270240.04
3239;Pengeluaran;2011;Y;13;12;60;994490.1;693457.97
3240;Pengeluaran;2011;Y;13;12;61;223501.93;142165.38
3241;Pengeluaran;2011;Y;13;12;62;177178.71;118704.61
3242;Pengeluaran;2011;Y;13;12;63;98942.87;66126.1
3243;Pengeluaran;2011;Y;13;12;64;911040.66;598940.83
3244;Pengeluaran;2011;Y;13;12;65;3180196.53;2093974.6
3245;Pengeluaran;2011;Y;13;12;66;311726.22;209587.21
3246;Pengeluaran;2011;Y;13;12;67;42646.45;30634.27
3247;Pengeluaran;2011;Y;13;12;68;2384018.96;1682507.63
3248;Pengeluaran;2011;Y;13;12;69;2914538.15;2013969.11
3249;Pengeluaran;2011;Y;13;13;56;5074599.74;3502901.38
3250;Pengeluaran;2011;Y;13;13;57;558181.34;337521.39
3251;Pengeluaran;2011;Y;13;13;58;1019821.88;687265.29
3252;Pengeluaran;2011;Y;13;13;59;1090033.37;698277.96
3253;Pengeluaran;2011;Y;13;13;60;2294160.41;1562870.8
3254;Pengeluaran;2011;Y;13;13;61;524830.88;358308.8
3255;Pengeluaran;2011;Y;13;13;62;387918.48;267815.89
3256;Pengeluaran;2011;Y;13;13;63;193295.35;124736.17
3257;Pengeluaran;2011;Y;13;13;64;1265102.47;895899.18
3258;Pengeluaran;2011;Y;13;13;65;3819505.02;2539970.78
3259;Pengeluaran;2011;Y;13;13;66;1553429.2;1170318.75
3260;Pengeluaran;2011;Y;13;13;67;154421.33;109069.67
3261;Pengeluaran;2011;Y;13;13;68;6438750.96;5232702.07
3262;Pengeluaran;2011;Y;13;13;69;6541944.42;5261887.98
3263;Pengeluaran;2011;Y;13;14;56;4005753.06;2704515.81
3264;Pengeluaran;2011;Y;13;14;57;186511.18;120802.93
3265;Pengeluaran;2011;Y;13;14;58;468546.8;316737.39
3266;Pengeluaran;2011;Y;13;14;59;583576.42;398761.97
3267;Pengeluaran;2011;Y;13;14;60;1016205.34;723126.5
3268;Pengeluaran;2011;Y;13;14;61;248386.83;171532.76
3269;Pengeluaran;2011;Y;13;14;62;203502.55;136366.13
3270;Pengeluaran;2011;Y;13;14;63;170481.31;112888.6
3271;Pengeluaran;2011;Y;13;14;64;1099532.06;692623
3272;Pengeluaran;2011;Y;13;14;65;3776163.93;2391759.7
3273;Pengeluaran;2011;Y;13;14;66;753977.19;546696.48
3274;Pengeluaran;2011;Y;13;14;67;93065.48;64804.38
3275;Pengeluaran;2011;Y;13;14;68;3508776.74;2114219.43
3276;Pengeluaran;2011;Y;13;14;69;4199600.11;2806006.65
3277;Pengeluaran;2011;Y;13;15;56;4886122.84;3432690.76
3278;Pengeluaran;2011;Y;13;15;57;453989.92;252311.52
3279;Pengeluaran;2011;Y;13;15;58;935162.21;572777.78
3280;Pengeluaran;2011;Y;13;15;59;926142.19;574027.86
3281;Pengeluaran;2011;Y;13;15;60;1444749.54;1078738.72
3282;Pengeluaran;2011;Y;13;15;61;293015.73;192859.99
3283;Pengeluaran;2011;Y;13;15;62;195314.59;125463.27
3284;Pengeluaran;2011;Y;13;15;63;108659.43;69251
3285;Pengeluaran;2011;Y;13;15;64;1172461.38;763691.02
3286;Pengeluaran;2011;Y;13;15;65;3756178;2654298.24
3287;Pengeluaran;2011;Y;13;15;66;2097747.34;1399942.72
3288;Pengeluaran;2011;Y;13;15;67;102487.38;91828.04
3289;Pengeluaran;2011;Y;13;15;68;5260402.21;3805414.02
3290;Pengeluaran;2011;Y;13;15;69;5271870.84;3800671.31
3291;Pengeluaran;2011;Y;13;16;56;3407504.81;1336272.5
3292;Pengeluaran;2011;Y;13;16;57;197184.51;132862.24
3293;Pengeluaran;2011;Y;13;16;58;782369.42;198701.41
3294;Pengeluaran;2011;Y;13;16;59;461091.03;213069.14
3295;Pengeluaran;2011;Y;13;16;60;1682074.69;491108.3
3296;Pengeluaran;2011;Y;13;16;61;401703.54;73510.1
3297;Pengeluaran;2011;Y;13;16;62;271817.89;127295.13
3298;Pengeluaran;2011;Y;13;16;63;182111.38;40245.44
3299;Pengeluaran;2011;Y;13;16;64;936804.88;666051.69
3300;Pengeluaran;2011;Y;13;16;65;3923138.09;1451829.6
3301;Pengeluaran;2011;Y;13;16;66;1058461.83;157118.42
3302;Pengeluaran;2011;Y;13;16;67;-229951.12;11083.77
3303;Pengeluaran;2011;Y;13;16;68;10769864.78;1091656.58
3304;Pengeluaran;2011;Y;13;16;69;5502892.63;1824399.65
